BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
0.10590085660753604,1.0,0.003602804836991842,0.0,0.007852444444444445,0.0,0.666667,0.0,0.666667,0.0,0.0,0.0223463687150838,0.06510851419031721,0.004397911599247834,0.17743711800446654,0.0,1.0
0.3344790722354541,1.0,0.12969016653286317,0.14499162807813792,0.019996000000000003,0.004858756732708367,1.0,0.916667,1.0,0.22222199999999998,0.04878048780487805,0.2569832402234637,0.3739565943238732,0.040968026038424595,0.02172303964393913,0.0,1.0
0.0069496023243765135,0.636364,0.016637584709653857,0.0,0.03626222222222222,0.0,1.0,0.0,1.0,0.0,0.0,0.04748603351955307,0.05843071786310518,0.04652131210856606,0.0011298761815576631,0.0,1.0
0.1995548877106947,0.818182,0.08663106140612571,0.08475108098991076,0.03527955555555556,0.16917452959674167,1.0,0.083333,0.916667,0.22222199999999998,0.10569105691056911,0.036312849162011177,0.2988313856427379,0.18688420002864836,0.018655899451976887,0.0,1.0
0.2819163029290063,1.0,0.0,0.0,0.0,0.016949451042371118,0.0,0.0,0.0,0.242424,0.032520325203252036,0.0,0.1986644407345576,0.028049785076317217,0.021686757277754754,0.0,0.8333333333333333
0.008915635333170626,1.0,0.008148521693807675,0.0,0.01776,0.0,1.0,0.0,1.0,0.0,0.0,0.0335195530726257,0.0984974958263773,0.00424487076751771,0.0021334069742609835,0.0,1.0
0.08485824093063786,1.0,0.002079952984905863,0.0025023766444846516,0.0,0.0051942080547023005,0.166667,0.166667,0.0,0.16666666666666666,0.04065040650406505,0.00558659217877095,0.05509181969949917,0.017550331457814053,0.012710789352367533,0.0,1.0
0.006600530506248651,1.0,0.004756974826655291,0.0,0.010368,0.0,1.0,0.0,1.0,0.0,0.0,0.0335195530726257,0.0317195325542571,0.004096365114665684,0.002156222960770243,0.0,1.0
0.3756137334958298,1.0,0.007892605909880532,0.005018246496366034,0.008111111111111112,0.04743906513574404,0.666667,0.166667,0.416667,0.5555553333333333,0.13008130081300814,0.0223463687150838,0.3489148580968281,0.0315733736656238,0.021580070501057112,0.0,1.0
0.001158605758734762,1.0,0.0020391695930449634,0.0,0.0044444444444444444,0.0,0.416667,0.0,0.416667,0.0,0.0,0.013966480446927375,0.22871452420701172,0.0031696189139212906,0.0020899406891541003,0.0,1.0
0.6373014575177256,1.0,0.061950176153665305,0.024856941335214204,0.08999155555555556,0.06753864265899465,1.0,0.166667,1.0,0.3333333333333333,0.0813008130081301,0.1787709497206704,0.43238731218697835,0.08340299239623815,0.043085701238846155,0.0,1.0
0.06103370620016116,1.0,0.02748209252242628,0.009813241743077064,0.042120444444444446,0.00372987176023837,1.0,0.083333,1.0,0.11111133333333334,0.016260162601626018,0.12569832402234637,0.1986644407345576,0.012736187039621311,0.003361624655074884,0.0,1.0
0.3535563763707657,1.0,0.006626281592599609,0.00797203226103223,0.0,0.02523555612615641,0.083333,0.083333,0.0,0.11111133333333334,0.024390243902439025,0.008379888268156424,0.3489148580968281,0.03391302387178449,0.032808137550130824,0.0,1.0
0.006598725971775948,1.0,0.012985228051551024,0.015622435523935108,0.0,0.0,0.916667,0.916667,0.0,0.0,0.0,0.030726256983240226,0.03839732888146912,0.008348527447325034,0.002569187653354163,0.3,1.0
0.18469127895690743,0.727273,0.011159967348816476,0.0,0.024323555555555557,0.0,1.0,0.0,1.0,0.0,0.0,0.03910614525139665,0.36560934891485813,0.1722269787142913,0.23378412421954484,0.0,1.0
0.08697887566071463,1.0,0.0,0.0,0.0,0.002105859962727672,0.0,0.0,0.0,0.05555533333333333,0.008130081300813009,0.0,0.05843071786310518,0.00693000629546257,0.008305206233850776,0.0,1.0
0.39001328051041606,1.0,0.0,0.0,0.0,0.18824564955557735,0.0,0.0,0.0,0.4848486666666666,0.0894308943089431,0.0,0.2988313856427379,0.03226170633429203,0.026003693580523887,0.0,0.8333333333333333
0.2125427389632983,1.0,0.04854345174723188,0.040287527983072155,0.03281688888888889,0.036015301661109535,0.75,0.5,0.75,0.22222199999999998,0.05691056910569106,0.11452513966480447,0.16527545909849753,0.031897616331858,0.02017037168866931,0.0,1.0
0.32922189397754403,1.0,0.004159905969811726,0.005004753288969303,0.0,0.062067732747881986,0.083333,0.083333,0.0,0.22222199999999998,0.0975609756097561,0.00558659217877095,0.2988313856427379,0.02439028946017796,0.026822543684864208,0.0,1.0
0.07412655353803192,0.454545,0.01964209718804631,0.02363126744150388,0.0,0.13097259355163862,0.083333,0.083333,0.0,0.22222199999999998,0.04878048780487805,0.01675977653631285,0.24874791318864775,0.39571152321283376,0.009422650441216403,0.333333,1.0
0.03483920509792268,0.727273,0.0,0.0,0.0,0.06646689137983074,0.0,0.0,0.0,0.16666666666666666,0.024390243902439025,0.0,0.05843071786310518,0.06046861461505964,0.003708251648608982,0.166667,1.0
0.041216407659221486,0.909091,0.031129759090465108,0.01929037995645374,0.03290177777777778,0.04642658157513387,0.583333,0.416667,0.333333,0.16666666666666666,0.0894308943089431,0.07541899441340782,0.0984974958263773,0.024887081023254997,0.004752791007261344,0.111111,1.0
0.21554801930717035,1.0,0.0041562354645442445,0.005000337330184918,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,0.002793296089385475,0.14858096828046746,0.01711849136661369,0.02357484947186396,0.0,1.0
0.07145578302193481,1.0,0.0,0.0,0.0,0.03143136892660365,0.0,0.0,0.0,0.05555533333333333,0.008130081300813009,0.0,0.048414023372287146,0.007458264268712822,0.004205864254103735,0.0,1.0
0.27915280757165273,1.0,0.031106308640145092,0.011525652427244012,0.04691733333333334,0.0,1.0,0.333333,1.0,0.0,0.0,0.0558659217877095,0.2821368948247079,0.02819991463672367,0.017259264172414454,0.0,1.0
0.1177490611085487,1.0,0.008911171121606491,0.002379711122696188,0.015111111111111112,0.00391725953032908,0.333333,0.083333,0.333333,0.11111133333333334,0.016260162601626018,0.013966480446927375,0.07846410684474125,0.0,0.0,0.0,1.0
0.024914335812090002,0.5,0.0022377847114075427,0.0,0.004877333333333333,0.021504444453801525,0.375,0.0,0.25,0.08333333333333333,0.008130081300813009,0.008379888268156424,0.05509181969949917,0.003470186464199654,0.0019265423161000258,0.0,0.33333333333333326
0.2053291386123276,1.0,0.0,0.0,0.0,0.04202355478906248,0.0,0.0,0.0,0.3333333333333333,0.05691056910569106,0.0,0.13856427378964944,0.0,0.0,0.0,1.0
0.012070866274261884,1.0,0.0487483882913329,0.034418228096537766,0.043896444444444446,0.0,1.0,0.666667,1.0,0.0,0.0,0.24301675977653633,0.10851419031719534,0.05015534622566291,0.0022989993967966545,0.916667,1.0
0.0453606862271342,1.0,0.010348785684703191,0.012450550461529025,0.0,0.014746251062517238,0.166667,0.166667,0.0,0.05555533333333333,0.016260162601626018,0.008379888268156424,0.13188647746243742,0.011590087908659301,0.003749024173526994,0.083333,1.0
0.2589558355342871,1.0,0.01838148254562591,0.0158501027323745,0.01134888888888889,0.18097482425209954,0.625,0.375,0.25,0.5833333333333333,0.3008130081300813,0.025139664804469275,0.3989983305509182,0.15995780897051431,0.013250441212318925,0.0,0.33333333333333326
0.056654976363308046,1.0,0.0633743321974479,0.05450617927566009,0.03938266666666667,0.0,0.666667,0.583333,0.5,0.0,0.0,0.05027932960893855,0.08180300500834727,0.02759833205319727,0.017308104196296328,0.0,1.0
0.08221759738117455,1.0,0.0,0.0,0.0,0.006817525326618936,0.0,0.0,0.0,0.16666666666666666,0.024390243902439025,0.0,0.11519198664440736,0.013639689401228899,0.007610401508906092,0.0,1.0
0.024401132961141464,0.888889,0.04035965241946453,0.04855641080683247,0.0,0.04203187734326864,0.666667,0.666667,0.0,0.074074,0.008130081300813009,0.030726256983240226,0.0984974958263773,0.06131628130680127,0.0017334467355329874,0.2,0.5
0.000349759414868218,0.636364,0.006321425738439387,0.0,0.013777777777777778,0.0,0.666667,0.0,0.666667,0.0,0.0,0.0223463687150838,0.0317195325542571,0.008221698881323885,0.0,0.0,1.0
0.06889599526182306,1.0,0.026180898405104288,0.03149805268484161,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.01675977653631285,0.1986644407345576,0.0,0.0,0.0,1.0
0.19036873226426812,1.0,0.006388106584131957,0.007685485602134379,0.0,0.014181338226018145,0.25,0.25,0.0,0.27777799999999997,0.04065040650406505,0.0111731843575419,0.13188647746243742,0.0,0.0,0.0,1.0
0.12531183457397477,1.0,0.10639612052063263,0.11749124474838235,0.019045777777777776,0.0,0.916667,0.916667,0.5,0.0,0.0,0.11731843575418995,0.24874791318864775,0.11195906028013294,0.017165030441495206,0.083333,1.0
0.2085338376595838,1.0,0.0,0.0,0.0,0.004764293614637846,0.0,0.0,0.0,0.121212,0.024390243902439025,0.0,0.13188647746243742,0.015081158462397144,0.02094348476308198,0.0,0.8333333333333333
0.28849782522403705,1.0,0.004669698368072967,0.0,0.010177777777777779,0.020590766737366307,0.416667,0.0,0.333333,0.22222199999999998,0.032520325203252036,0.01675977653631285,0.1986644407345576,0.04161071173767028,0.024801992292366563,0.0,1.0
0.09867669801799732,0.727273,0.002304261640140809,0.002772240792419271,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,0.00558659217877095,0.21535893155258767,0.06919526655184163,0.007173577302034373,0.0,1.0
0.0816983868545669,1.0,0.001349930270595766,0.0016240915084792542,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,0.002793296089385475,0.05175292153589316,0.006665492383186484,0.010957430046254442,0.0,1.0
0.042513106515988094,0.909091,0.0,0.0,0.0,0.0810330590924201,0.0,0.0,0.0,0.36363666666666666,0.05691056910569106,0.0,0.13689482470784642,0.08619914794226949,0.003162640770211598,0.090909,0.8333333333333333
0.000375587037686292,0.090909,0.017129024581577695,0.020607807660461833,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,0.002793296089385475,0.05175292153589316,0.0,0.0,0.0,1.0
0.10102782159245079,1.0,0.03849218090615395,0.0,0.08389511111111111,0.034069672580056734,1.0,0.0,1.0,0.05555533333333333,0.032520325203252036,0.17039106145251398,0.06010016694490818,0.07271171412365413,0.04275826379872126,0.083333,1.0
0.09231986531321024,1.0,0.008408107983002297,0.007978410868165229,0.0038720000000000004,0.0,0.583333,0.333333,0.166667,0.0,0.0,0.030726256983240226,0.05843071786310518,0.015327857083397413,0.011751734226109381,0.0,1.0
0.042526994825374,0.875,0.0,0.0,0.0,0.019271899505326193,0.0,0.0,0.0,0.08333333333333333,0.008130081300813009,0.0,0.048414023372287146,0.0028799388212529596,0.0023481402731975304,0.0,0.33333333333333326
0.08277548493560928,1.0,0.0,0.0,0.0,0.008123275278766722,0.0,0.0,0.0,0.27777799999999997,0.04878048780487805,0.0,0.08180300500834727,0.01064681450988227,0.004618522701936614,0.0,1.0
0.2095517798406441,1.0,0.005373211877673479,0.004676009690576221,0.0032400000000000003,0.0,0.666667,0.083333,0.583333,0.0,0.0,0.0223463687150838,0.1986644407345576,0.13558034484502504,0.013108978949620296,0.083333,1.0
0.08924135486624324,1.0,0.027807951823394864,0.033455549081541906,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0111731843575419,0.05509181969949917,0.032014370251651096,0.012086791086421404,0.0,1.0
0.2881711807488944,1.0,0.008546159764451442,0.0,0.01862666666666667,0.0132676363885126,0.916667,0.0,0.833333,0.22222199999999998,0.032520325203252036,0.030726256983240226,0.20701168614357265,0.025397816145414878,0.028543255041537496,0.0,1.0
0.15703410320614714,0.909091,0.09223714645132493,0.04082529363059278,0.12707466666666667,0.5790857104357502,0.666667,0.5,0.583333,0.5555553333333333,0.21951219512195125,0.09217877094972067,0.2320534223706177,0.5566220187137682,0.014488754761322567,0.454545,1.0
0.03444878626141762,1.0,0.0,0.0,0.0,0.03127783434681458,0.0,0.0,0.0,0.08333333333333333,0.024390243902439025,0.0,0.2320534223706177,0.01795014508029956,0.0018451798299646846,0.25,0.33333333333333326
0.09499339687627627,1.0,0.014557631724747994,0.012342114140268024,0.009369777777777777,0.0,0.5,0.1,0.4,0.0,0.0,0.0223463687150838,0.07345575959933223,0.017527433330175382,0.0081506165037309,0.0,0.6666666666666665
0.02795413767130622,0.909091,0.016148999675160286,0.012674783035358336,0.012235555555555557,0.0,0.272727,0.090909,0.181818,0.0,0.0,0.019553072625698324,0.1986644407345576,0.025732238442957082,0.0022970691740466067,0.0,0.8333333333333333
0.30774515479868464,1.0,0.011457482192441738,0.006121009537244319,0.013883111111111112,0.0,0.833333,0.166667,0.75,0.0,0.0,0.03910614525139665,0.1986644407345576,0.039234755495526186,0.028288647534746796,0.0,1.0
0.0907223587937807,1.0,0.01235961082040483,0.0148697598822411,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.04748603351955307,0.36560934891485813,0.05835634819651694,0.008162386450561,0.0,1.0
0.030394657749105828,1.0,0.0065253426977438835,0.0,0.014222222222222223,0.0,0.75,0.0,0.666667,0.0,0.0,0.0223463687150838,0.048414023372287146,0.028368858197367987,0.002489150399857459,0.0,1.0
0.06331501890831172,1.0,0.0,0.0,0.0,0.00081306890180812,0.0,0.0,0.0,0.05555533333333333,0.008130081300813009,0.0,0.03839732888146912,0.0005772439814544099,0.1078798169094102,0.0,1.0
0.34625703232818367,1.0,0.007925436540328555,0.009535036339660831,0.0,0.09805277841915358,0.583333,0.583333,0.0,0.27777799999999997,0.05691056910569106,0.019553072625698324,0.2320534223706177,0.032029487435716035,0.03276438422028358,0.0,1.0
0.0009114864624500217,0.909091,0.004992906748570594,0.000986476126222822,0.009095111111111111,0.0,0.666667,0.166667,0.583333,0.0,0.0,0.036312849162011177,0.16527545909849753,0.007054251143651883,0.0015904914004296075,0.181818,1.0
0.004284205082210986,0.272727,0.0,0.0,0.0,0.06333212963888724,0.0,0.0,0.0,0.11111133333333334,0.04065040650406505,0.0,0.31552587646076796,0.0022982181371282357,0.002155481096963102,0.0,1.0
0.00019882804444605164,0.636364,0.0027131151435463245,0.000691833542886933,0.00466,0.0,0.416667,0.166667,0.25,0.0,0.0,0.013966480446927375,0.3989983305509182,0.004141310901913654,0.0013026917344895854,0.444444,1.0
0.002229907106237009,0.545455,0.008075111588458056,0.0,0.0176,0.0,0.5,0.0,0.416667,0.0,0.0,0.0335195530726257,0.03839732888146912,0.014305697427063575,0.001842905944037883,1.0,1.0
0.10163043659542643,1.0,0.10023742051571824,0.11077530743046399,0.017789333333333334,0.006233817848542172,1.0,1.0,0.333333,0.05555533333333333,0.008130081300813009,0.13966480446927373,0.2988313856427379,0.09702135211764831,0.007784140913476397,0.0,1.0
0.007084819635949759,1.0,0.025444758182015054,0.0306124076175289,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.06145251396648045,0.5492487479131887,0.025141800900201433,0.002242712922966969,1.0,1.0
0.37125972505658233,1.0,0.03270379409933652,0.035453770431475976,0.007050666666666666,0.11935377244298848,1.0,0.833333,1.0,0.5,0.1869918699186992,0.06424581005586592,0.36560934891485813,0.09049171264221481,0.02455642085767536,0.0,1.0
0.4296167412332267,1.0,0.04604465332791459,0.03235376736483793,0.04174355555555556,0.11140304523603838,1.0,0.75,1.0,0.5,0.17073170731707318,0.1675977653631285,0.4490818030050084,0.05957191402613585,0.027152002544517866,0.0,1.0
0.2120084168520591,1.0,0.0009176263168702336,0.0011039896960961697,0.0,0.002211375261878663,0.083333,0.083333,0.0,0.05555533333333333,0.008130081300813009,0.002793296089385475,0.14858096828046746,0.021171401423304113,0.012681446919693942,0.0,1.0
0.3208644018814512,1.0,0.0,0.0,0.0,0.057645622546258136,0.0,0.0,0.0,0.27777799999999997,0.11382113821138212,0.0,0.21535893155258767,0.029616752734496526,0.03748884311854142,0.0,1.0
0.49263177203915703,1.0,0.10399907666400827,0.028159833174890365,0.17565511111111112,0.007865064206334803,1.0,0.25,0.916667,0.05555533333333333,0.008130081300813009,0.12849162011173185,0.2988313856427379,0.12636650035465366,0.1286157976160207,0.0,1.0
0.10381729270996809,1.0,0.021045045868061243,0.005566561378760465,0.035784,0.09198505947013613,0.909091,0.090909,0.818182,0.36363666666666666,0.17073170731707318,0.04748603351955307,0.13188647746243742,0.060258982417899065,0.011919287117628687,0.090909,0.8333333333333333
0.06939381740233476,1.0,0.0009308809192250259,0.00111993621392867,0.0,0.010515215378534728,0.083333,0.083333,0.0,0.05555533333333333,0.008130081300813009,0.002793296089385475,0.05843071786310518,0.00869139484488452,0.004090775424472998,0.0,1.0
0.06867133990963305,1.0,0.008270871869390373,0.009950627127480143,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,0.00558659217877095,0.07846410684474125,0.0,0.0,0.0,1.0
0.1223267772095652,1.0,0.004350364409802125,0.005233892483670152,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.008379888268156424,0.07846410684474125,0.0,0.0,0.0,1.0
0.05985268018760874,1.0,0.0,0.0,0.0,0.002558762122250737,0.0,0.0,0.0,0.05555533333333333,0.008130081300813009,0.0,0.03839732888146912,0.002993280971741675,0.03803500866391386,0.0,1.0
0.08506768476718998,1.0,0.01507843563881168,0.018140758686252263,0.0,0.0,0.666667,0.666667,0.0,0.0,0.0,0.030726256983240226,0.1986644407345576,0.00822390246435411,0.005093022276994177,0.0,1.0
0.18409104675442745,1.0,0.0,0.0,0.0,0.036361597154426176,0.0,0.0,0.0,0.3333333333333333,0.04878048780487805,0.0,0.13188647746243742,0.0,0.0,0.0,1.0
0.00024723030739739576,0.363636,0.0016109439785055213,0.0,0.003511111111111111,0.0,0.25,0.0,0.166667,0.0,0.0,0.008379888268156424,0.2320534223706177,0.004294436668068297,0.0015938653278678005,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.001906116222093659,0.0,0.0,0.0,0.095238,0.008130081300813009,0.0,0.0984974958263773,0.002721163082325122,0.0,0.0,0.16666666666666652
0.0002560441906483718,0.666667,0.0004078339186089927,0.0004906620871538533,0.0,0.0,0.111111,0.111111,0.0,0.0,0.0,0.002793296089385475,0.048414023372287146,0.0005222228776709815,0.0007972333528536321,0.0,0.5
0.0012284955511031057,0.272727,0.027452932397245736,0.0,0.05983466666666667,0.0,1.0,0.0,1.0,0.0,0.0,0.0335195530726257,0.06510851419031721,0.014040384977416007,0.0007171100592272925,0.0,1.0
0.18588332489662882,1.0,0.05758207096840368,0.03779103928363335,0.057039555555555566,0.0,0.916667,0.916667,0.833333,0.0,0.0,0.20949720670391062,0.1886477462437396,0.1808462166000817,0.027534361621721806,0.083333,1.0
3.278031076826866e-05,0.090909,0.007951945745038139,0.0,0.017331555555555555,0.0,1.0,0.0,1.0,0.0,0.0,0.08659217877094973,0.14858096828046746,0.0,0.0,0.0,1.0
0.045269448483181124,1.0,0.0,0.0,0.0,0.019524061153336235,0.0,0.0,0.0,0.05555533333333333,0.008130081300813009,0.0,0.13188647746243742,0.044101436054688754,0.0028116584368327252,0.083333,1.0
0.12821116557584927,1.0,0.016476490311803305,0.01982274832101567,0.0,0.020363047095087662,0.25,0.25,0.0,0.22222199999999998,0.04878048780487805,0.0111731843575419,0.13188647746243742,0.01050327521414981,0.013441002155893946,0.0,1.0
0.021459506987906937,1.0,0.019201636555948594,0.0,0.04185066666666667,0.0,1.0,0.0,1.0,0.0,0.0,0.0335195530726257,0.08180300500834727,0.021643480183896578,0.0023114693260200174,0.083333,1.0
0.2618476354771637,1.0,0.0,0.0,0.0,0.11539646406527293,0.0,0.0,0.0,0.38888866666666666,0.3252032520325204,0.0,0.26544240400667785,0.024477557471812867,0.01883657029598372,0.0,1.0
0.06546318791265467,1.0,0.00863996156573151,0.004358060658100524,0.010936000000000001,0.008748906492385201,0.666667,0.166667,0.5,0.05555533333333333,0.016260162601626018,0.02793296089385475,0.06510851419031721,0.011376843396009072,0.006522577617395137,0.0,1.0
0.3489026575144555,1.0,0.0913293081485013,0.06676905148885277,0.07809600000000001,0.1528626861021616,1.0,0.916667,1.0,0.38888866666666666,0.17073170731707318,0.1787709497206704,0.2988313856427379,0.21406990668894346,0.03232160587676817,0.083333,1.0
0.008203309160819341,0.818182,0.027627893148328992,0.014367321904995553,0.034188,0.0,0.916667,0.333333,0.833333,0.0,0.0,0.09497206703910614,0.18196994991652757,0.016935164847276658,0.0014176849043534363,0.0,1.0
0.17819285541132984,1.0,0.0,0.0,0.0,0.021391775931381477,0.0,0.0,0.0,0.05555533333333333,0.016260162601626018,0.0,0.13856427378964944,0.0,0.0,0.0,1.0
0.2795229408864838,1.0,0.05734552729561046,0.021027814407065533,0.08689244444444444,0.053256288551421095,1.0,0.25,1.0,0.22222199999999998,0.06504065040650407,0.22625698324022347,0.2821368948247079,0.029759051530231114,0.02400369850211354,0.0,1.0
0.3391542874957688,1.0,0.0,0.0,0.0,0.07128611703018559,0.0,0.0,0.0,0.16666666666666666,0.0894308943089431,0.0,0.2320534223706177,0.025191845651100844,0.0361242341897092,0.0,1.0
0.009207602541332347,0.818182,0.03076902998945546,0.030724278573399978,0.01140177777777778,0.0,0.666667,0.416667,0.333333,0.0,0.0,0.03910614525139665,0.16527545909849753,0.03714851485368704,0.0017883340691164829,1.0,1.0
0.03571864768283239,1.0,0.021320945514000225,0.016386887055720813,0.016783111111111113,0.0,1.0,0.583333,1.0,0.0,0.0,0.06983240223463687,0.0984974958263773,0.01089148558765652,0.002718633050143568,0.0,1.0
0.01175035382402847,0.636364,0.04710033142623397,0.0,0.10265688888888891,0.0,0.583333,0.0,0.5,0.0,0.0,0.0335195530726257,0.21535893155258767,0.023792913772543892,0.0013005860547912718,0.333333,1.0
0.0937674710171305,1.0,0.0,0.0,0.0,0.012224023451657802,0.0,0.0,0.0,0.16666666666666666,0.0813008130081301,0.0,0.05843071786310518,0.013558194466022414,0.03192327157923045,0.0,1.0
0.0028846731764787413,0.272727,0.01009388948557257,0.0,0.022000000000000002,0.0,0.166667,0.0,0.166667,0.0,0.0,0.00558659217877095,0.2320534223706177,0.03883651335704942,0.0019245812188951844,1.0,1.0
0.13982095669843198,1.0,0.0,0.0,0.0,0.010798767724991972,0.0,0.0,0.0,0.22222199999999998,0.032520325203252036,0.0,0.0984974958263773,0.018383114870321883,0.009282060175730602,0.0,1.0
0.4466110576364992,1.0,0.13711906527728526,0.10058769051488853,0.11663022222222222,0.03578064365765533,1.0,0.916667,1.0,0.3333333333333333,0.0813008130081301,0.23743016759776536,0.5659432387312188,0.03723780804268655,0.02836740985256534,0.0,1.0
0.0768951308832991,1.0,0.02394780378376075,0.028811432426630687,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0223463687150838,0.2988313856427379,0.0,0.0,0.0,1.0
0.1110194454731731,1.0,0.11380299623344986,0.0,0.2480377777777778,0.0,1.0,0.0,1.0,0.0,0.0,0.20949720670391062,0.2821368948247079,0.07028536111014873,0.008245457410447847,0.0,1.0
